Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;04.11.2018;14:00;240301;Oberviechtach, Sporthalle Gymnasium;20057117;ÜBOL WB;ÜBOL Nordost;HV Oberviechtach;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sun.;04.11.2018;16:00;240361;Schwandorf, Oberpfalz-Halle;24012032;BZOL M;Bezirksoberliga;SG Naabtal;TS Herzogenaurach;="0:0";="0:0";;;;;;;;
Sun.;04.11.2018;16:00;240301;Oberviechtach, Sporthalle Gymnasium;20051022;LL WA;Landesliga Staffel Nord;HV Oberviechtach;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sun.;04.11.2018;18:00;240301;Oberviechtach, Sporthalle Gymnasium;20037100;ÜBOL MB;ÜBOL Nordost;HV Oberviechtach;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20045028;BY WB;Bayernliga;HC Erlangen;VfL SF Bad Neust;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20035039;BY MB;Bayernliga;HC Erlangen;HT München;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20010061;BY M;Bayernliga;SG Regensburg;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20035038;BY MB;Bayernliga;TV 77 Lauf;TV Großwallsstadt Junioren;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20040026;BY WA;Bayernliga;Mintraching/Neutraubling;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20020059;BY F;Bayernliga;HC Erlangen;1.FCN Handball;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20045026;BY WB;Bayernliga;Mintraching/Neutraubling;1.FCN Handball;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24024211;BZK F;Bezirksklasse Staffel Mitte;HSG SGS Erl/HC Niederl II;SG DJK Erlangen/Baiersdorf II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24014214;BZK M;Bezirksklasse Staffel Mitte;DJK Neumarkt;HG im TV 1861 Amberg e.V. II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24014215;BZK M;Bezirksklasse Staffel Mitte;SG Auerbach/Pegnitz III;DJK Weiden;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24024408;BZK F;Bezirksklasse Staffel Ost;TSV Bad Abbach;Schierling/Langquaid;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24014812;BZK M;Bezirksklasse Staffel Süd;SG Regensburg III;TB 03 Roding;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24024012;BZK F;Bezirksklasse Staffel West;TV Hilpoltstein;HSG Pyrbaum/Seligenporten II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24014014;BZK M;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl II;SG DJK Erlangen/Baiersdorf II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24024011;BZK F;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24024010;BZK F;Bezirksklasse Staffel West;SC Eltersdorf II;SG Rohr/Pavelsbach II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;240263;Neunburg v. W., Hauptschulturnhalle;24013424;BZL M;Bezirksliga Staffel Ost;FC Neunburg v.W.;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24013421;BZL M;Bezirksliga Staffel Ost;ESV 27 Regensbg. II;HC Weiden II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24023416;BZL F;Bezirksliga Staffel Ost;Mintraching/Neutraubling II;ASV 1863 Cham;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24023415;BZL F;Bezirksliga Staffel Ost;SG Regensburg II;TS Regensburg;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24023014;BZL F;Bezirksliga Staffel West;HSG Berching/Pollanten;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24013024;BZL M;Bezirksliga Staffel West;SG Auerbach/Pegnitz II;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24013022;BZL M;Bezirksliga Staffel West;TSV Röthenbach;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24023013;BZL F;Bezirksliga Staffel West;SC Eltersdorf;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24023015;BZL F;Bezirksliga Staffel West;HC Hersbruck e.V;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24013025;BZL M;Bezirksliga Staffel West;HC Hersbruck e.V;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24022037;BZOL F;Bezirksoberliga;HG Eckental;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24012041;BZOL M;Bezirksoberliga;SG Regensburg II;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24012040;BZOL M;Bezirksoberliga;HSG SGS Erl/HC Niederl;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;240263;Neunburg v. W., Hauptschulturnhalle;24022041;BZOL F;Bezirksoberliga;FC Neunburg v.W.;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24012038;BZOL M;Bezirksoberliga;ESV 27 Regensbg.;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24012037;BZOL M;Bezirksoberliga;HC Erlangen III;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24022038;BZOL F;Bezirksoberliga;TSV Röthenbach;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;24022040;BZOL F;Bezirksoberliga;SG Regensburg;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20036038;LL MB;Landesliga Staffel Nord;ESV 27 Regensbg.;TV Großwallsstadt Junioren II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20031038;LL MA;Landesliga Staffel Nord;TV 77 Lauf;TV Großwallsstadt Junioren;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20051026;LL WA;Landesliga Staffel Nord;FC Neunburg v.W.;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20061025;LL WC;Landesliga Staffel Nord;HC Sulzb.Rosenb.;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20051027;LL WA;Landesliga Staffel Nord;HG im TV 1861 Amberg e.V.;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20031136;LL MA;Landesliga Staffel Süd;ESV 27 Regensbg.;SpVgg Altenerding;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043422;ÜBL MC;ÜBL Mitte;SG Rohr/Pavelsbach;JSG Fürther Land II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043423;ÜBL MC;ÜBL Mitte;HG Eckental;JSG Fürther Land III;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20038318;ÜBL MB;ÜBL Mitte;HSG SGS Erl/HC Niederl;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20058321;ÜBL WB;ÜBL Mitte;SC Eltersdorf;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043421;ÜBL MC;ÜBL Mitte;SC Eltersdorf;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20058324;ÜBL WB;ÜBL Mitte;SpVgg Diepersd.;SC 04 Schwabach;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20058116;ÜBL WB;ÜBL Nord;SV Buckenhofen;TSV Hof 1861;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20058119;ÜBL WB;ÜBL Nord;SG Auerbach/Pegnitz;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043122;ÜBL MC;ÜBL Nord 1;HSG SGS Erl/HC Niederl;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043120;ÜBL MC;ÜBL Nord 1;HC Erlangen III;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20038212;ÜBL MB;ÜBL Nord-Ost;HC Erlangen III;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20038214;ÜBL MB;ÜBL Nord-Ost;HC Weiden;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20063323;ÜBL WC;ÜBL Nordost 1;JHG Regendreieck;SSG Straubing-Aiterhofen ;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20063322;ÜBL WC;ÜBL Nordost 1;SG Post/Süd Regensburg;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20063417;ÜBL WC;ÜBL Nordost 2;DJK Weiden;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20063419;ÜBL WC;ÜBL Nordost 2;HG Eckental;TV Hilpoltstein;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20063418;ÜBL WC;ÜBL Nordost 2;DJK Neumarkt;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20063416;ÜBL WC;ÜBL Nordost 2;HC Hersbruck e.V;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20063013;ÜBL WC;ÜBL Nordwest;HC Erlangen II;HSG Volkach;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20043324;ÜBL MC;ÜBL Ost;FC Neunburg v.W.;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20033215;ÜBL MA;ÜBL Ost;TS Regensburg;HSG Straub.2008;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043323;ÜBL MC;ÜBL Ost;SG Regensburg;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043322;ÜBL MC;ÜBL Ost;HC Sulzb.Rosenb. II;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20058218;ÜBL WB;ÜBL Ost;HSG Berching/Pollanten;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20043321;ÜBL MC;ÜBL Ost;HC Weiden;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20037222;ÜBOL MB;ÜBOL Mitte;HC Erlangen II;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20042128;ÜBOL MC;ÜBOL Mitte-Nord;HC Erlangen II;Tuspo Nürnberg;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20052215;ÜBOL WA;ÜBOL Mitte-Ost;SG Rohr/Pavelsbach;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20052217;ÜBOL WA;ÜBOL Mitte-Ost;SpVgg Diepersd.;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20052216;ÜBOL WA;ÜBOL Mitte-Ost;DJK SV Berg;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20037116;ÜBOL MB;ÜBOL Nordost;HC Hersbruck e.V;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20032126;ÜBOL MA;ÜBOL Nordost;HG im TV 1861 Amberg e.V.;SC 04 Schwabach;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20032127;ÜBOL MA;ÜBOL Nordost;ATSV Kelheim e.V;Tuspo Nürnberg;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20057120;ÜBOL WB;ÜBOL Nordost;HSG Pyrbaum/Seligenporten;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20057122;ÜBOL WB;ÜBOL Nordost;TV Hilpoltstein;TV 1886 Ebersd.;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20057123;ÜBOL WB;ÜBOL Nordost;HG Eckental;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20032125;ÜBOL MA;ÜBOL Nordost;JHG Regendreieck;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20037118;ÜBOL MB;ÜBOL Nordost;SpVgg Diepersd.;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20037117;ÜBOL MB;ÜBOL Nordost;TSV 04 Feucht;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20062117;ÜBOL WC;ÜBOL Nordost;Mintraching/Neutraubling;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20042218;ÜBOL MC;ÜBOL Ost;ESV 27 Regensbg.;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;00:00;;;20042217;ÜBOL MC;ÜBOL Ost;JHG Regendreieck;TSV Rottenburg;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;14:15;240102;Forchheim, Sporthalle Realschule;20043121;ÜBL MC;ÜBL Nord 1;HC Forchheim;TV Hallstadt;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;14:15;240300;Obertraubling, Leo Graß Sportzentrum;20058216;ÜBL WB;ÜBL Ost;SV Obertraubling;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;14:45;240140;Hemau, Tangrintel-Halle;20063321;ÜBL WC;ÜBL Nordost 1;HG Hemau/Beratzhausen;HSG Bayerwald;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;16:00;240301;Oberviechtach, Sporthalle Gymnasium;24022039;BZOL F;Bezirksoberliga;HV Oberviechtach;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;16:00;240144;Herzogenaurach, Sporthalle Mittelschule;20062016;ÜBOL WC;ÜBOL Nord;TS Herzogenaurach;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;16:00;240102;Forchheim, Sporthalle Realschule;20032027;ÜBOL MA;ÜBOL Nordwest;HC Forchheim;TSV Lohr;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;16:15;240460;Wackersdorf, Schulsporthalle;20063324;ÜBL WC;ÜBL Nordost 1;TV Wackersdorf;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;16:30;240300;Obertraubling, Leo Graß Sportzentrum;24014813;BZK M;Bezirksklasse Staffel Süd;SV Obertraubling II;SG Naabtal II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;16:30;240140;Hemau, Tangrintel-Halle;24023414;BZL F;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;17:00;240024;Bad Kötzting, Sporthalle am Schulzentrum;24014811;BZK M;Bezirksklasse Staffel Süd;TV Bad Kötzting;Schierling/Langquaid;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;17:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;24013021;BZL M;Bezirksliga Staffel West;TSV Winkelhaid;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;17:30;240144;Herzogenaurach, Sporthalle Mittelschule;20042125;ÜBOL MC;ÜBOL Mitte-Nord;TS Herzogenaurach;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;18:00;240460;Wackersdorf, Schulsporthalle;24024212;BZK F;Bezirksklasse Staffel Mitte;TV Wackersdorf;SG Naabtal II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;18:00;240301;Oberviechtach, Sporthalle Gymnasium;24013423;BZL M;Bezirksliga Staffel Ost;HV Oberviechtach;TS Regensburg;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;18:00;240084;Erlangen, Emmy-Noether-Halle;20033313;ÜBL MA;ÜBL Mitte;SC Uttenreuth;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;18:30;240140;Hemau, Tangrintel-Halle;24013422;BZL M;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;19:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20021060;LLF;Landesliga Staffel N;TSV Winkelhaid;Post SV Nbg;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;19:30;240144;Herzogenaurach, Sporthalle Mittelschule;24014013;BZK M;Bezirksklasse Staffel West;TS Herzogenaurach III;SV Buckenhofen II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;19:30;240300;Obertraubling, Leo Graß Sportzentrum;24013425;BZL M;Bezirksliga Staffel Ost;SV Obertraubling;ASV 1863 Cham II;="0:0";="0:0";;;;;;;;
Sat.;10.11.2018;20:00;240301;Oberviechtach, Sporthalle Gymnasium;24014213;BZK M;Bezirksklasse Staffel Mitte;HV Oberviechtach II;HC Sulzb.Rosenb. III;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;00:00;240104;Forchheim, Berufschulturnhalle;20056025;LL WB;Landesliga Staffel Nord;HC Forchheim;TSG Estenfeld;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;00:00;240104;Forchheim, Berufschulturnhalle;20037223;ÜBOL MB;ÜBOL Mitte;HC Forchheim;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;10:00;240000;Altdorf, Schulturnhalle Grundschule;20052118;ÜBOL WA;ÜBOL Mitte;JSG Nürnberger Land;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;10:30;240145;Herzogenaurach, Sporthalle Gymnasium;20057023;ÜBOL WB;ÜBOL Nordwest;TS Herzogenaurach;TSV Rothenburg;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;11:00;240300;Obertraubling, Leo Graß Sportzentrum;24024409;BZK F;Bezirksklasse Staffel Ost;SV Obertraubling II;ESV 27 Regensbg. III;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;11:00;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20043320;ÜBL MC;ÜBL Ost;Nabburg/Schwarzenfeld;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;12:30;240000;Altdorf, Schulturnhalle Grundschule;24014015;BZK M;Bezirksklasse Staffel West;TV 1881 Altdorf II;SC Uttenreuth;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;12:30;240145;Herzogenaurach, Sporthalle Gymnasium;20021061;LLF;Landesliga Staffel N;TS Herzogenaurach II;SC 04 Schwabach;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;14:30;240145;Herzogenaurach, Sporthalle Gymnasium;20020061;BY F;Bayernliga;TS Herzogenaurach;Mintraching/Neutraubling;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;14:30;240000;Altdorf, Schulturnhalle Grundschule;24022042;BZOL F;Bezirksoberliga;TV 1881 Altdorf;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;16:30;240145;Herzogenaurach, Sporthalle Gymnasium;24012039;BZOL M;Bezirksoberliga;TS Herzogenaurach;TV Erl.-Bruck III;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;16:30;240000;Altdorf, Schulturnhalle Grundschule;24012042;BZOL M;Bezirksoberliga;TV 1881 Altdorf;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;16:30;240140;Hemau, Tangrintel-Halle;20032128;ÜBOL MA;ÜBOL Nordost;HG Hemau/Beratzhausen;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sun.;11.11.2018;18:15;240145;Herzogenaurach, Sporthalle Gymnasium;24013023;BZL M;Bezirksliga Staffel West;TS Herzogenaurach II;HC Forchheim II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20045031;BY WB;Bayernliga;ESV 27 Regensbg.;Mintraching/Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20020067;BY F;Bayernliga;Mintraching/Neutraubling;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24024214;BZK F;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;HSG SGS Erl/HC Niederl II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014217;BZK M;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;HV Oberviechtach II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24024213;BZK F;Bezirksklasse Staffel Mitte;SG Rohr/Pavelsbach III;Nabburg/Schwarzenfeld II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014216;BZK M;Bezirksklasse Staffel Mitte;HC Sulzb.Rosenb. III;Nabburg/Schwarzenfeld II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014218;BZK M;Bezirksklasse Staffel Mitte;DJK Weiden;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24024410;BZK F;Bezirksklasse Staffel Ost;ESV 27 Regensbg. III;Mintraching/Neutraubling III;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014815;BZK M;Bezirksklasse Staffel Süd;TSV Neutraubling II;SG Regensburg III;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014814;BZK M;Bezirksklasse Staffel Süd;TB 03 Roding;TV Bad Kötzting;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014017;BZK M;Bezirksklasse Staffel West;SG DJK Erlangen/Baiersdorf II;TS Herzogenaurach III;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014019;BZK M;Bezirksklasse Staffel West;HC Hersbruck e.V II;TV 1881 Altdorf II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24014016;BZK M;Bezirksklasse Staffel West;SV Buckenhofen II;HSG SGS Erl/HC Niederl III;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24024013;BZK F;Bezirksklasse Staffel West;SG Rohr/Pavelsbach II;TV 77 Lauf;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24024014;BZK F;Bezirksklasse Staffel West;SG DJK Erlangen/Baiersdorf;SC Eltersdorf II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24013426;BZL M;Bezirksliga Staffel Ost;HC Sulzb.Rosenb. II;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24013030;BZL M;Bezirksliga Staffel West;SG DJK Erlangen/Baiersdorf;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24013029;BZL M;Bezirksliga Staffel West;HC Hersbruck e.V;SG Auerbach/Pegnitz II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24023017;BZL F;Bezirksliga Staffel West;DJK SV Berg;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24013028;BZL M;Bezirksliga Staffel West;HG im TV 1861 Amberg e.V.;TS Herzogenaurach II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24013026;BZL M;Bezirksliga Staffel West;SV Buckenhofen;TSV Winkelhaid;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24023018;BZL F;Bezirksliga Staffel West;HC Hersbruck e.V;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24023016;BZL F;Bezirksliga Staffel West;SV Buckenhofen;TSV Winkelhaid II;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24022046;BZOL F;Bezirksoberliga;HG im TV 1861 Amberg e.V.;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24012043;BZOL M;Bezirksoberliga;SG Naabtal;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24012044;BZOL M;Bezirksoberliga;TV Erl.-Bruck III;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24022044;BZOL F;Bezirksoberliga;TV Erl.-Bruck;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;24012046;BZOL M;Bezirksoberliga;TSV Neutraubling;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20011066;LLM;Landesliga Staffel N;TV Erl.-Bruck II;HG Kunstadt;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20021064;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;MHV Schweinf.09;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;2004135;LL MC;Landesliga Staffel Nord;HC Erlangen;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20061030;LL WC;Landesliga Staffel Nord;ESV 27 Regensbg.;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20056030;LL WB;Landesliga Staffel Nord;HC Erlangen II;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20051032;LL WA;Landesliga Staffel Nord;HC Sulzb.Rosenb.;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20033317;ÜBL MA;ÜBL Mitte;HG Eckental;SV Rednitzhembach;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20058328;ÜBL WB;ÜBL Mitte;SpVgg Diepersd.;TSV Neustadt;="0:0";="0:0";;;;;;;;
Sat.;17.11.2018;00:00;;;20038322;ÜBL MB;ÜBL Mitte;HC Erlangen IV;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
